iter	RMSE
247	18.51602424
248	18.47400657
249	18.43239541
250	18.41772493
251	18.40120426
252	18.38524827
253	18.36592732
254	18.35551789
255	18.33388916
256	18.30674128
257	18.28300495
258	18.26379274
259	18.24335407
260	18.21242063
261	18.19068583
262	18.16915711
263	18.1528676
264	18.14381856
265	18.12171374
266	18.10750659
267	18.07200396
268	18.0185337
269	18.00167454
270	17.99501148
271	17.96725623
272	17.94177693
273	17.91649079
274	17.90115462
275	17.89414792
276	17.86816616
277	17.8570015
278	17.83127349
279	17.82322548
280	17.81126087
281	17.78575056
282	17.76893105
283	17.73858275
284	17.71695082
285	17.67808916
286	17.65771474
287	17.61963385
288	17.60950605
289	17.59221859
290	17.56772407
291	17.54232062
292	17.51835769
293	17.5112212
294	17.49121543
295	17.4687569
296	17.45411658
297	17.43023134
298	17.41763433
299	17.39923642
300	17.38134163
301	17.36509417
302	17.34171851
303	17.33748746
304	17.30509987
305	17.29401369
306	17.27813883
307	17.26802104
308	17.24803351
309	17.22890832
310	17.20267816
311	17.18131419
312	17.16784558
313	17.15508544
314	17.1325758
315	17.11441455
316	17.10257417
317	17.0861164
318	17.06709597
319	17.04099263
320	17.02009913
321	16.99875202
322	16.97435349
323	16.94372402
324	16.93025903
325	16.92194128
326	16.90132745
327	16.87247302
328	16.85885865
329	16.83116937
330	16.80416482
331	16.78659398
332	16.75735316
333	16.74491453
334	16.737849
335	16.72138562
336	16.70337777
337	16.69638543
338	16.68537945
339	16.66656266
340	16.65139914
341	16.61949452
342	16.59960082
343	16.58470444
344	16.56054381
345	16.55628171
346	16.54094443
347	16.50060172
348	16.48797995
349	16.4652935
350	16.44949699
351	16.42282676
352	16.40167202
353	16.38322737
354	16.36381181
355	16.35118284
356	16.33683674
357	16.32270011
358	16.30785734
359	16.29136799
360	16.28561148
361	16.2604071
362	16.22643074
363	16.19058754
364	16.17880311
365	16.16917748
366	16.15348518
367	16.14246317
368	16.12152539
369	16.11467149
370	16.10971864
371	16.10662345
372	16.09163796
373	16.07986555
374	16.06874203
375	16.05633442
376	16.04891851
377	16.02979346
378	16.01840944
379	16.00272929
380	15.99191646
381	15.98601181
382	15.97578792
383	15.94662198
384	15.93726111
385	15.91955925
386	15.90922935
387	15.90344274
388	15.88225568
389	15.84988544
390	15.84760301
391	15.84133966
392	15.82930726
393	15.80484176
394	15.79186656
395	15.77566595
396	15.77355173
397	15.75213803
398	15.73416212
399	15.722308
400	15.7141595
401	15.70430514
402	15.69495124
403	15.67547896
404	15.65485321
405	15.63562243
406	15.60201355
407	15.57494349
408	15.56248145
409	15.55211203
410	15.54075091
411	15.51485346
412	15.50596477
413	15.47647937
414	15.46197059
415	15.44974157
416	15.43289617
417	15.41055915
418	15.39762946
419	15.3771832
420	15.36604172
421	15.35062147
422	15.33383066
423	15.31989384
424	15.30706702
425	15.29588441
426	15.29139743
427	15.276132
428	15.26994732
429	15.25828579
430	15.24840015
431	15.22357447
432	15.19585526
433	15.1870826
434	15.17714832
435	15.16720014
436	15.15416617
437	15.13772249
438	15.13102566
439	15.11315208
440	15.08700206
441	15.0704962
442	15.04773261
443	15.02704917
444	15.00094053
445	14.99797063
446	14.98471969
447	14.9732722
448	14.9712565
449	14.95668109
450	14.93763276
451	14.93121261
452	14.92896851
453	14.90248629
454	14.89477704
455	14.8886527
456	14.88150315
457	14.86884008
458	14.85978452
459	14.85190486
460	14.83957582
461	14.82345787
462	14.80688765
463	14.79339628
464	14.78584891
465	14.76771751
466	14.7631539
467	14.75173847
468	14.74138475
469	14.73875845
470	14.73700903
471	14.7171324
472	14.71537779
473	14.70150085
474	14.69704429
475	14.68023583
476	14.65767192
477	14.6375649
478	14.62092364
479	14.61254904
480	14.6029843
481	14.5981013
482	14.58578061
483	14.53976641
484	14.52815872
485	14.52063285
486	14.51336539
487	14.49964494
488	14.49040543
489	14.46858655
490	14.44687804
491	14.43225739
492	14.4178608
493	14.40816136
494	14.37510077
495	14.36741874
496	14.35127391
497	14.33156343
498	14.31946545
499	14.29666772
500	14.29188445
501	14.26166195
502	14.2546118
503	14.24976328
504	14.22757049
505	14.19496123
506	14.18302664
507	14.17087408
508	14.15849683
509	14.13893292
510	14.13273138
511	14.12684144
512	14.1008537
513	14.08572016
514	14.07838863
515	14.06868603
516	14.06113267
517	14.04868466
518	14.03744674
519	14.00996602
520	14.00581986
521	13.99935918
522	13.97396027
523	13.95279465
524	13.93908358
525	13.92259975
526	13.91388638
527	13.90570458
528	13.89229786
529	13.87797517
530	13.86998181
531	13.85996267
532	13.8508689
533	13.84637277
534	13.83505243
535	13.83022022
536	13.82339405
537	13.8152557
538	13.80153478
539	13.7899079
540	13.77598906
541	13.76951149
542	13.75859389
543	13.75146827
544	13.74257368
545	13.73236206
546	13.72089164
547	13.70581638
548	13.68423973
549	13.66356267
550	13.66065446
551	13.65367429
552	13.65026972
553	13.64448909
554	13.64378722
555	13.64282012
556	13.63201192
557	13.62223191
558	13.61239986
559	13.60609853
560	13.59199627
561	13.58693227
562	13.57386815
563	13.56034022
564	13.55533716
565	13.53058925
566	13.51878154
567	13.49690014
568	13.49098364
569	13.48179817
570	13.47862644
571	13.47381854
572	13.46067012
573	13.45564619
574	13.44637155
575	13.42797763
576	13.41696209
577	13.39877137
578	13.38105239
579	13.36717743
580	13.35695558
581	13.35253218
582	13.34864769
583	13.34344151
584	13.32679075
585	13.31718347
586	13.30320691
587	13.29967308
588	13.28807669
589	13.27804342
590	13.26556109
591	13.25914398
592	13.24972211
593	13.22343414
594	13.20617993
595	13.19845524
596	13.18496141
597	13.17934266
598	13.16401286
599	13.16184186
600	13.15587219
601	13.14064043
602	13.1349242
603	13.12304654
604	13.10485134
605	13.09222795
606	13.07642973
607	13.05216576
608	13.04211997
609	13.03361366
610	13.02873643
611	13.02295291
612	13.01390535
613	12.99520237
614	12.99166146
615	12.97316865
616	12.96707812
617	12.94790464
618	12.92773587
619	12.91996043
620	12.91574633
621	12.90566167
622	12.90180352
623	12.89447379
624	12.88457923
625	12.87714856
626	12.86642864
627	12.85867629
628	12.84504162
629	12.83568695
630	12.82409481
631	12.81250537
632	12.80457679
633	12.79424587
634	12.77550755
635	12.76554739
636	12.75078328
637	12.74485076
638	12.73605648
639	12.72708245
640	12.70323973
641	12.69445188
642	12.68397817
643	12.66574718
644	12.65383052
645	12.64392768
646	12.63567208
647	12.62291432
648	12.61771473
649	12.60710595
650	12.57146059
651	12.55673529
652	12.55604746
653	12.54776453
654	12.53536516
655	12.52358181
656	12.5136298
657	12.50925725
658	12.49641675
659	12.49289614
660	12.48068269
661	12.47314365
662	12.46735742
663	12.46221638
664	12.45384853
665	12.44028951
666	12.42557019
667	12.41589228
668	12.40273342
669	12.38629629
670	12.3730754
671	12.36552623
672	12.36158008
673	12.35710403
674	12.34736626
675	12.3365717
676	12.32940728
677	12.32422091
678	12.30647139
679	12.29657718
680	12.29017921
681	12.28334558
682	12.2798903
683	12.25849848
684	12.25227287
685	12.23900692
686	12.23265175
687	12.22969804
688	12.22327559
689	12.21162087
690	12.20906378
691	12.20121081
692	12.19238619
693	12.18457257
694	12.18114794
695	12.16833132
696	12.16356717
697	12.15162682
698	12.14238947
699	12.13549366
700	12.12733582
701	12.11304111
702	12.1067021
703	12.09600672
704	12.09252066
705	12.08121105
706	12.0703718
707	12.06174695
708	12.03962734
709	12.03329707
710	12.01383004
711	12.00230217
712	11.9841404
713	11.96744174
714	11.95554732
715	11.94692249
716	11.93627609
717	11.92332996
718	11.91484459
719	11.90458109
720	11.90125175
721	11.89048807
722	11.88382157
723	11.87979769
724	11.86073567
725	11.84161178
726	11.83903485
727	11.83558106
728	11.81678742
729	11.7988213
730	11.7814388
731	11.7737934
732	11.7585654
733	11.75142195
734	11.74336072
735	11.73263849
736	11.72672472
737	11.72325654
738	11.71776914
739	11.71049312
740	11.69669968
741	11.68839568
742	11.68588498
743	11.67333655
744	11.6671493
745	11.65833906
746	11.65143108
747	11.6355209
748	11.62211751
749	11.61571979
750	11.60211677
751	11.59754712
752	11.5806911
753	11.57008423
754	11.56458918
755	11.56166911
756	11.55275256
757	11.541146
758	11.53124311
759	11.52606868
760	11.51979642
761	11.51240544
762	11.50945448
763	11.50017425
764	11.49459704
765	11.49370287
766	11.4807383
767	11.46837289
768	11.46244399
769	11.45564274
770	11.44180484
771	11.43977924
772	11.42832549
773	11.42417981
774	11.41604849
775	11.41271955
776	11.39756687
777	11.38209584
778	11.37129235
779	11.35707897
780	11.3386897
781	11.32962786
782	11.32674941
783	11.32211474
784	11.31054501
785	11.29612833
786	11.28972465
787	11.28642157
788	11.27801865
789	11.27271758
790	11.26688506
791	11.26290055
792	11.25603054
793	11.24578107
794	11.23338275
795	11.22052547
796	11.21707584
797	11.20824169
798	11.19574387
799	11.1928824
800	11.17669783
801	11.16762859
802	11.15583022
803	11.14924225
804	11.14250161
805	11.12062109
806	11.11457916
807	11.11208525
808	11.10414746
809	11.09840459
810	11.09036566
811	11.08352333
812	11.07303956
813	11.06550667
814	11.05518622
815	11.05136359
816	11.04305994
817	11.03259268
818	11.02336624
819	11.01466977
820	11.00998919
821	10.9982555
822	10.9941338
823	10.99366041
824	10.98879118
825	10.98275731
826	10.97374711
827	10.95640351
828	10.94433395
829	10.92629803
830	10.91302606
831	10.90756964
832	10.89394269
833	10.88048588
834	10.86930557
835	10.85468664
836	10.84715503
837	10.84269536
838	10.83102373
839	10.82413855
840	10.80565596
841	10.79247388
842	10.77994791
843	10.77458855
844	10.77030038
845	10.76472112
846	10.75342195
847	10.7408042
848	10.72508443
849	10.71638543
850	10.71423581
851	10.7076833
852	10.70239588
853	10.6931102
854	10.68749664
855	10.68505239
856	10.67377961
857	10.67187698
858	10.66368174
859	10.65755891
860	10.65433982
861	10.64379419
862	10.63400425
863	10.62525569
864	10.62288482
865	10.61276742
866	10.61192544
867	10.60567786
868	10.59923977
869	10.59205568
870	10.58677458
871	10.58048043
872	10.57489032
873	10.56295902
874	10.55536852
875	10.54700123
876	10.5416379
877	10.52894358
878	10.51943747
879	10.49623213
880	10.48779467
881	10.47884202
882	10.4650346
883	10.4556895
884	10.44705913
885	10.4307748
886	10.4197286
887	10.40666085
888	10.39279083
889	10.39088159
890	10.38811915
891	10.37880474
892	10.37447215
893	10.3666861
894	10.35528164
895	10.34550979
896	10.34302435
897	10.34220223
898	10.33427844
899	10.32587634
900	10.32167881
901	10.30775918
902	10.30180131
903	10.29253263
904	10.28448727
905	10.28144215
906	10.26881668
907	10.26555586
908	10.25727652
909	10.25662307
910	10.25055506
911	10.24333041
912	10.23558584
913	10.21454414
914	10.20974201
915	10.20317702
916	10.19781787
917	10.18892418
918	10.17729476
919	10.1702018
920	10.16528147
921	10.15432538
922	10.1502286
923	10.14489589
924	10.13499997
925	10.12877545
926	10.12272805
927	10.11725649
928	10.09919661
929	10.09430343
930	10.08521376
931	10.07886665
932	10.0736747
933	10.06769385
934	10.05314144
935	10.04346125
936	10.03807453
937	10.02356039
938	10.02090648
939	10.00886936
940	10.0023072
941	9.99569261
942	9.991660033
943	9.980218659
944	9.970151824
945	9.964746041
946	9.957680921
947	9.95396999
948	9.9353125
949	9.926125051
950	9.91296823
951	9.907302248
952	9.894767205
953	9.885370786
954	9.879603837
955	9.866309444
956	9.847890269
957	9.842543249
958	9.834098219
959	9.829484396
960	9.828819115
961	9.818561149
962	9.803162141
963	9.796059704
964	9.793066625
965	9.789330766
966	9.780305296
967	9.772455319
968	9.759815155
969	9.754128339
970	9.748854983
971	9.742333172
972	9.735572154
973	9.729035357
974	9.722315479
975	9.711655637
976	9.704522566
977	9.699474288
978	9.690268737
979	9.683367404
980	9.679648383
981	9.67010959
982	9.664756968
983	9.652240658
984	9.647430491
985	9.64293752
986	9.635348874
987	9.631328777
988	9.626079416
989	9.619366535
990	9.612575322
991	9.604859702
992	9.599322955
993	9.589858569
994	9.584823963
995	9.57601025
996	9.569515346
997	9.564590049
998	9.547098592
999	9.539271833
